Gaia_eDR3_ID,teff,dteff,logg,dlogg,feh,dfeh,SNR_B,SNR_G,SNR_R,SNR_IR,A_Li,err_A_Li,Li_EW_significance,br_ref,err_br_ref,br_tar,err_br_tar,RV,RV_flag,RV_B,RV_V,RV_R,RV_IR,Gmag,Vmag,err_Vmag,plx,err_plx,r_med_geo,r_lo_geo,r_hi_geo,r_med_photogeo,r_lo_photogeo,r_hi_photogeo,MedianFlux,MedianSigma,teff_nc,dteff_nc,logg_nc,dlogg_nc,feh_nc,dfeh_nc,age_mp,age_ll1s,age_ul1s,age_ll2s,age_ul2s,age_mean,age_std,mass_mp,mass_ll1s,mass_ul1s,mass_ll2s,mass_ul2s,mass_mean,mass_std,logl_mp,logl_ll1s,logl_ul1s,logl_ll2s,logl_ul2s,logl_mean,logl_std,mv_mp,mv_ll1s,mv_ul1s,mv_ll2s,mv_ul2s,mv_mean,mv_std,r_mp,r_ll1s,r_ul1s,r_ll2s,r_ul2s,r_mean,r_std,P_ST,P_SA,P_ST_nc,P_SA_nc
6197837064552613376,5683.0,48.7,4.4487,0.0353,-0.05327,0.02725,30.9,46.5,54.7,53.2,0.97929,0.20056,-0.96873,4.94031,0.00927,5.13517,0.05882,-69.93133,FFFF,-67.61175367876275,-68.2839932068194,-71.07172265653855,-70.6843363182719,13.41,13.557855711179773,0.002776,1.921,0.02022122295571644,509.50476,503.36127,514.7126,510.40128,504.198,516.5674,10511.2,194.79,5696.4,44.7,4.4806,0.0676,-0.04462,0.0297,4.8,2.274,7.082,0.519,9.001,4.638,2.231,0.98,0.955,1.003,0.932,1.025,0.977,0.023,-0.08,-0.116,-0.019,-0.147,0.048,-0.057,0.05,5.0,4.863,5.125,4.698,5.223,4.995,0.128,0.94,0.908,1.003,0.886,1.084,0.966,0.051,0.568655913301301,0.9999936187919088,0.6837062919439816,0.9999997396397815
6005400878757229312,5795.4,169.7,4.4389,0.1193,-0.49085,0.1007,37.6,67.1,78.9,62.1,1.31379,0.32389,-0.30539,4.90586,0.01217,4.23967,0.1008,16.4725,FFFF,16.902938419690688,17.07099830170485,14.214344531307711,14.13686726365438,13.42,13.554659552310213,0.002764,1.759,0.018518907855356852,553.8964,548.5163,560.4119,555.19336,550.5498,560.95166,12335.1,157.39,5802.4,156.0,4.3436,0.2283,-0.49558,0.09879,10.0,5.464,12.958,1.603,14.654,8.896,3.504,0.87,0.825,0.944,0.781,1.046,0.895,0.069,-0.04,-0.172,0.221,-0.293,0.499,0.047,0.206,4.92,4.273,5.286,3.567,5.61,4.744,0.525,0.88,0.815,1.191,0.756,1.713,1.082,0.274,2.129971378136102E-5,0.027651386765937695,8.71588678044779E-6,0.02085509355635683
6197632795908142208,5727.2,43.1,4.268,0.0405,0.17229,0.02072,38.0,50.3,65.4,54.3,1.33612,0.13859,1.6313,4.85017,0.00948,4.71499,0.04597,39.88305,FFFF,39.44018964594494,39.83232937064466,36.95729578140005,39.58322833823227,13.46,13.607758654928048,0.002765,1.5832,0.01942424126049925,614.1586,607.11755,621.71484,615.0218,606.6908,621.42975,14048.9,217.53,5698.2,39.6,4.1872,0.0775,0.16999,0.02396,7.8,6.473,8.532,5.351,9.281,7.39,1.02,1.07,1.042,1.108,1.015,1.155,1.078,0.035,0.22,0.153,0.313,0.077,0.429,0.235,0.083,4.29,4.057,4.463,3.783,4.656,4.247,0.211,1.31,1.226,1.462,1.128,1.662,1.355,0.13,1.822999261470004E-4,0.9999999918163751,3.519962172088386E-4,0.9729087463733816
6199280345362953216,6001.9,107.3,4.457,0.0932,-0.82469,0.07964,22.2,35.2,44.5,35.8,1.84799,0.16035,1.05116,5.53707,0.03716,7.65817,0.34987,-8.6881,FFFT,47.89165885579028,45.52266213787961,48.32877140644622,47.89165885579028,13.47,13.597524787256445,0.00289,1.4532,0.018967069744875515,670.0235,661.0843,679.46936,670.3942,661.9541,677.40344,5440.6,123.31,6043.8,98.6,4.2558,0.1782,-0.8,0.0726,9.1,6.255,11.35,2.397,13.607,8.688,2.682,0.88,0.839,0.93,0.801,1.002,0.888,0.051,0.1,-0.025,0.309,-0.127,0.542,0.167,0.173,4.58,4.061,4.91,3.471,5.182,4.439,0.436,1.01,0.892,1.293,0.816,1.692,1.136,0.238,5.236358649457656E-21,1.8832297018046902E-11,6.0996006966582456E-24,1.803110636897502E-12
6007050356656803072,6041.1,81.9,4.3366,0.0655,-0.28299,0.04817,17.5,24.8,34.1,25.5,2.22533,0.11021,5.92717,5.20174,0.01077,6.87796,0.15233,-102.60578,FFFT,36.623033242663155,36.98716298702718,34.114426875138506,36.62303324266316,13.49,13.634389427417611,0.00277,1.4571,0.016963419201226484,667.45734,661.5537,674.13416,667.0293,660.1544,674.05963,4276.1,127.77,5963.0,75.2,4.0976,0.1252,-0.34881,0.04961,7.3,5.963,8.712,4.344,10.199,7.351,1.426,1.01,0.965,1.088,0.924,1.197,1.037,0.069,0.36,0.215,0.523,0.08,0.702,0.375,0.154,3.83,3.458,4.245,3.019,4.605,3.89,0.389,1.4,1.198,1.695,1.035,2.088,1.475,0.265,1.3954448885460595E-6,0.4247343936055912,4.124368698399961E-9,0.1079426634576052
6005491455328471168,6029.9,55.2,4.4483,0.0407,-0.43997,0.03661,33.5,46.1,55.8,42.5,2.29258,0.07544,8.30139,5.00877,0.01149,5.1345,0.09154,32.56752,FFFF,33.805876839381376,34.1419966034097,31.271557968876966,33.92848143277051,13.51,13.614718865406976,0.002778,1.5398,0.017500134085191837,634.64874,627.6905,641.05963,631.1785,624.535,637.3364,9477.6,170.39,6002.4,50.7,4.2788,0.0779,-0.47422,0.03634,7.9,6.535,8.916,4.402,9.942,7.621,1.334,0.95,0.926,0.981,0.901,1.015,0.957,0.028,0.17,0.094,0.267,0.022,0.362,0.189,0.085,4.42,4.17,4.605,3.925,4.772,4.364,0.216,1.16,1.05,1.277,0.968,1.41,1.159,0.112,1.97087352132442E-23,6.0747399783377525E-5,1.4995603948213205E-27,9.150195080836233E-7
6005511830653970176,5529.6,101.1,4.3141,0.09,0.00938,0.05193,24.4,38.3,49.0,43.9,1.24453,0.23691,3.29985,4.99079,0.00942,5.12887,0.05743,18.40862,FFFF,19.72009482297247,19.91616468532233,17.057213437569253,16.964240716385255,13.52,13.668163377041104,0.002763,1.7152,0.024645164612766543,570.0519,562.44147,577.7351,568.91113,561.5016,575.81165,8429.4,174.15,5525.9,92.9,4.3098,0.1723,0.01749,0.05752,11.3,6.783,13.363,2.137,14.694,9.585,3.327,0.93,0.895,0.979,0.863,1.062,0.944,0.051,-0.11,-0.188,0.107,-0.262,0.357,0.001,0.162,5.1,4.568,5.335,3.947,5.543,4.878,0.412,0.97,0.9,1.226,0.85,1.645,1.117,0.222,0.06010780476943782,0.7198122909937466,0.033441126473730286,0.6822628700524794
6005514304555147392,6200.4,41.3,4.4187,0.032,-0.02342,0.02361,29.0,43.2,55.8,49.7,2.33867,0.06649,7.16154,5.01748,0.01015,5.92873,0.06713,-42.70167,FFFF,-42.257346049226726,-42.677495754262125,-42.643033593923136,-42.41060179096314,13.52,13.62681104090855,0.002764,1.111,0.018493056228645874,870.56775,856.0413,881.7782,866.35596,852.8643,879.8967,11697.5,211.74,6124.0,38.0,4.2318,0.0612,-0.08879,0.02593,3.8,3.381,4.559,2.618,5.367,4.022,0.649,1.16,1.128,1.208,1.1,1.256,1.172,0.04,0.39,0.293,0.468,0.218,0.533,0.38,0.083,3.93,3.654,4.107,3.467,4.276,3.842,0.207,1.39,1.245,1.525,1.145,1.633,1.393,0.13,1.013116231173145E-15,0.0010584752691613823,5.539291855435579E-12,0.09180502207908121
6197631833835472640,5688.0,112.4,4.5383,0.0674,0.02414,0.06462,36.0,49.5,64.7,53.1,1.4344,0.21323,1.8065,4.87152,0.00947,4.47758,0.05353,35.9419,FFFF,36.623033242663155,36.98716298702718,34.114426875138506,36.755854885501385,13.53,13.668020067819594,0.002765,1.5756,0.0181768054004126,617.5561,611.60986,624.1685,618.28217,612.5894,623.53577,13540.3,211.62,5740.4,103.3,4.6582,0.129,0.0619,0.07185,2.0,0.796,5.311,0.205,8.511,3.634,2.315,1.01,0.968,1.054,0.927,1.098,1.011,0.043,-0.03,-0.111,0.046,-0.185,0.15,-0.04,0.079,4.93,4.728,5.14,4.478,5.337,4.946,0.21,0.96,0.915,1.036,0.875,1.153,0.985,0.07,0.4063817971176599,0.9731976296877478,0.20005521447295999,0.9177839770790261
6197729759089468672,5676.4,38.2,4.4471,0.0283,-0.29773,0.02267,34.1,51.6,60.8,60.1,1.36191,0.13381,1.9971,4.80666,0.01006,4.92528,0.05625,-2.83213,FFFF,-2.8171564032817815,-2.8451663836174754,-2.8428689062615424,-2.827373452730876,13.55,13.723433531356976,0.002793,1.9666,0.043651875753379143,497.8774,487.46478,507.893,494.83417,483.934,507.08267,12308.4,204.44,5687.0,35.1,4.434,0.0542,-0.29801,0.02326,8.6,5.795,10.451,2.889,12.044,7.91,2.325,0.9,0.882,0.922,0.863,0.945,0.904,0.02,-0.08,-0.127,-0.025,-0.166,0.03,-0.073,0.05,5.05,4.914,5.171,4.772,5.276,5.044,0.127,0.94,0.894,1.0,0.858,1.062,0.952,0.053,9.083848195787032E-19,0.5660869998084961,6.805694863848163E-18,0.5596757361187584
6197580118127301888,5696.5,80.6,4.486,0.0579,-0.60642,0.05356,34.8,47.6,61.9,50.8,1.77026,0.13276,5.20377,4.91759,0.01115,5.17698,0.09201,-2.20668,FFFF,0.0,-2.8451663836174754,-2.8428689062615424,-2.827373452730876,13.56,13.671841206701403,0.002779,1.4392,0.01965975247288156,674.0837,664.5049,682.5682,674.866,665.6979,682.55597,10875.9,177.21,5746.4,74.1,4.4497,0.1108,-0.57943,0.0512,11.2,6.023,13.458,1.956,14.738,9.078,3.52,0.84,0.809,0.873,0.781,0.908,0.841,0.032,-0.12,-0.195,-0.021,-0.26,0.101,-0.102,0.09,5.25,4.96,5.404,4.637,5.556,5.127,0.231,0.88,0.817,0.976,0.773,1.105,0.904,0.088,1.0650142321581817E-21,6.196512459457421E-9,3.127800975582259E-21,2.8308600863577046E-8
6199209598661428608,5641.4,48.9,4.2968,0.0442,0.02494,0.025,28.4,38.9,49.6,39.5,1.34126,0.15768,2.6436,5.03576,0.00909,6.88652,0.08188,-32.40776,FFFF,-30.988720436099598,-31.296830219792227,-34.114426875138506,-33.92848143277051,13.56,13.736657350639147,0.002764,1.8481,0.018323799593048317,528.75055,524.02155,533.6102,529.4733,523.49023,535.0809,8410.5,172.41,5615.1,44.9,4.2384,0.0845,0.01551,0.0278,10.6,9.203,11.607,6.819,12.651,10.255,1.413,0.96,0.937,0.991,0.915,1.032,0.968,0.029,0.09,0.008,0.199,-0.071,0.312,0.115,0.096,4.67,4.375,4.86,4.085,5.052,4.574,0.242,1.16,1.065,1.321,0.978,1.498,1.217,0.134,0.24309833904824796,0.9997633533033581,0.05191032024608391,0.9905167510494042
6197770441020498432,6262.0,50.9,4.3665,0.041,0.11133,0.02707,24.8,38.6,45.1,40.2,2.23762,0.08267,4.23485,4.97125,0.00964,6.30822,0.08607,0.67332,FFFF,2.8171564032817815,0.0,0.0,2.827373452730876,13.56,13.7019883315203,0.002769,1.1849,0.022489120713086688,812.1216,795.5482,826.26917,815.4591,801.8199,829.92737,7009.4,156.85,6168.9,46.8,4.1422,0.0785,0.04129,0.03079,3.3,2.938,3.889,2.381,4.68,3.48,0.548,1.27,1.211,1.335,1.166,1.406,1.272,0.061,0.56,0.409,0.652,0.301,0.741,0.512,0.113,3.49,3.204,3.799,2.949,4.038,3.499,0.284,1.62,1.387,1.831,1.238,2.047,1.602,0.208,3.395554634681618E-15,1.0616509664699615E-4,1.2681524797484046E-11,0.01882344552923461
6197788303782622720,5964.9,53.7,4.2403,0.0466,0.07216,0.02663,20.1,31.7,40.0,35.2,1.83699,0.12023,3.16817,4.92848,0.00986,5.83487,0.08147,-13.89406,FFFF,-14.085782016408906,-14.225831918087376,-14.214344531307711,-14.13686726365438,13.57,13.692813986363417,0.002765,1.2645,0.02140372592287396,763.31995,750.69794,775.541,766.0288,754.34894,778.3516,5723.2,145.24,5870.9,49.3,4.0202,0.0892,0.01082,0.02998,6.2,5.168,7.061,4.155,7.928,6.065,0.94,1.14,1.09,1.216,1.049,1.307,1.157,0.065,0.48,0.37,0.605,0.264,0.721,0.489,0.116,3.53,3.241,3.848,2.983,4.115,3.59,0.292,1.75,1.512,1.985,1.333,2.251,1.716,0.228,0.018670503126484543,0.9784363923247138,0.003628197381707522,0.42090079317124146
6005517603089518592,5783.7,61.5,4.3074,0.0532,-0.05017,0.03188,22.2,35.1,44.0,39.3,1.24279,0.19039,0.24424,5.00188,0.00933,5.41394,0.07349,-11.39505,FFFF,-11.268625613127126,-11.380665534469902,-11.37147562504617,-11.309493810923504,13.58,13.717981365905448,0.002766,1.6192,0.020941460279204765,601.8458,595.0939,609.01685,602.4158,593.16504,613.15314,7112.6,163.51,5732.3,56.5,4.1862,0.1018,-0.08499,0.03478,9.3,7.93,10.422,6.019,11.584,9.083,1.372,0.98,0.953,1.03,0.926,1.101,0.999,0.044,0.2,0.088,0.334,-0.017,0.468,0.215,0.123,4.36,4.018,4.632,3.667,4.89,4.306,0.306,1.23,1.107,1.46,0.992,1.719,1.316,0.186,0.7571480266371986,0.9999983973560995,0.17305685747604113,0.9272867308401181
6197727147749332224,5845.6,38.8,4.2533,0.0332,-0.295,0.02115,34.8,47.1,62.3,50.8,1.37909,0.1322,0.83669,4.8446,0.01039,4.59448,0.05952,39.89152,FFFF,42.257346049226726,39.83232937064466,36.95729578140005,39.58322833823227,13.62,13.757136395126503,0.002768,1.1383,0.019936038327646025,847.5983,832.01904,858.1563,849.2696,836.1568,862.8424,13399.3,218.38,5769.0,35.7,4.0203,0.0635,-0.35252,0.02172,9.0,7.66,10.268,6.328,11.425,8.947,1.285,1.0,0.962,1.053,0.928,1.113,1.012,0.047,0.43,0.338,0.506,0.255,0.592,0.415,0.083,3.79,3.599,4.008,3.368,4.212,3.812,0.208,1.6,1.465,1.769,1.342,1.957,1.624,0.154,9.268977198484658E-21,0.6208015762627372,5.591884814411356E-35,0.003654321350037523
6197722848481979264,5712.9,47.8,4.1069,0.042,-0.042,0.02439,30.4,45.8,53.6,46.6,1.21951,0.16623,2.0415,5.0476,0.00892,5.4669,0.06284,-24.15236,FFFF,-22.537251226254252,-22.761331068939803,-25.58582015635388,-25.446361074577883,13.64,13.809577413928162,0.002766,1.2569,0.019125832015394535,768.434,758.0775,779.73663,765.5508,754.58295,778.0317,9206.0,173.59,5603.9,43.9,3.8524,0.0804,-0.10869,0.02666,5.4,4.164,7.502,3.269,9.604,6.035,1.663,1.16,1.082,1.279,1.015,1.394,1.188,0.097,0.63,0.493,0.709,0.381,0.819,0.582,0.108,3.5,3.181,3.721,2.883,3.974,3.413,0.269,2.05,1.829,2.336,1.625,2.695,2.099,0.259,6.62912941848892E-4,0.9496111246112647,1.7815242818301095E-8,0.010467808219842743
6197938872455337984,5849.0,56.4,4.2166,0.0513,0.04282,0.02754,26.4,41.6,48.9,45.4,2.16348,0.08632,9.55116,4.82506,0.00954,5.26338,0.06114,-5.05927,FFFF,-2.8171564032817815,-5.690332767234951,-5.685737812523085,-5.654746905461752,13.65,13.81761493396268,0.002773,1.1991,0.022948492062428612,802.8959,791.809,815.8846,801.81757,789.657,815.5826,7799.7,161.63,5762.4,51.9,4.0159,0.0981,-0.01112,0.03077,7.4,5.831,8.604,4.357,9.766,7.138,1.361,1.09,1.038,1.176,0.994,1.29,1.116,0.075,0.44,0.318,0.568,0.197,0.702,0.448,0.125,3.71,3.391,4.027,3.06,4.327,3.719,0.316,1.68,1.458,1.938,1.272,2.261,1.705,0.246,0.2148499332501744,0.9997171861756446,0.010801396358998296,0.4108745268449644
6197723127660631168,5861.3,59.0,4.3799,0.0473,0.05442,0.03107,30.6,46.2,53.3,47.9,1.60891,0.13338,1.86152,5.18313,0.00886,5.27363,0.06246,-38.97533,FFFF,-36.623033242663155,-36.98716298702718,-39.80016468766159,-39.58322833823227,13.66,13.794377644372217,0.002764,1.5109,0.018325779207650095,643.1148,637.8293,650.65906,643.19324,635.5866,649.9223,9753.6,185.31,5832.1,54.3,4.3099,0.0904,0.03631,0.03482,6.5,4.552,7.573,2.033,8.622,5.794,1.627,1.05,1.019,1.084,0.99,1.128,1.051,0.034,0.13,0.049,0.238,-0.016,0.344,0.153,0.092,4.47,4.209,4.689,3.945,4.859,4.439,0.234,1.11,1.032,1.271,0.972,1.431,1.179,0.122,0.5342003868240893,0.9998390442581423,0.5835611824625669,0.9986807199568561
6197742437833213568,5792.4,47.2,4.5411,0.0279,-0.07821,0.02787,26.4,41.1,48.9,44.7,1.73597,0.11514,3.24716,4.93202,0.01016,5.40498,0.06956,34.77038,FFFF,36.623033242663155,34.1419966034097,34.114426875138506,33.92848143277051,13.68,13.839630812110144,0.002765,1.7393,0.018739690504618402,559.2609,554.11847,564.0158,561.7648,555.984,567.3716,8462.8,175.01,5819.0,43.4,4.6002,0.0534,-0.0672,0.03019,0.6,0.267,2.267,0.123,4.119,1.638,1.143,1.03,1.004,1.048,0.981,1.066,1.023,0.021,-0.04,-0.067,-0.012,-0.105,0.026,-0.04,0.03,4.94,4.863,5.011,4.764,5.139,4.934,0.08,0.94,0.922,0.968,0.901,1.005,0.946,0.025,0.7485199539595825,0.9999999987069754,0.5991860659692259,0.9999970366571065
6197775148304663424,5920.5,78.3,4.2368,0.0671,-0.0517,0.04022,17.1,27.3,35.6,29.3,1.78663,0.1503,3.01198,4.97044,0.00962,6.36934,0.10367,7.56531,FFFF,8.451469209845344,8.535499150852425,8.528606718784626,8.482120358192628,13.72,13.85311889096871,0.002767,1.1499,0.018903749507871367,842.5996,828.7594,857.0002,838.0494,825.6583,850.47797,4584.9,130.46,5823.6,72.0,4.0052,0.1283,-0.11966,0.04386,7.1,5.329,8.649,3.74,10.186,6.956,1.63,1.07,1.012,1.183,0.963,1.326,1.112,0.094,0.47,0.305,0.636,0.147,0.785,0.457,0.161,3.75,3.299,4.116,2.887,4.486,3.688,0.403,1.65,1.382,2.009,1.166,2.403,1.702,0.318,0.11631973082439127,0.9731740053954335,0.008314491217529687,0.398995883232932
6197703130292675584,6062.2,90.3,4.4662,0.0782,-0.81896,0.06656,25.4,37.2,47.4,39.0,1.77704,0.15061,-0.42052,5.37459,0.05004,12.71694,0.87588,-77.20494,FFFT,39.44018964594494,34.1419966034097,34.114426875138506,39.44018964594494,13.74,13.8632346708163,0.002802,1.2244,0.021052234151721694,791.4848,778.37036,804.696,789.6526,778.23517,805.2477,8107.3,173.03,6098.2,83.0,4.2502,0.1497,-0.8,0.06075,8.5,6.234,10.201,2.741,12.075,8.09,2.2,0.9,0.864,0.943,0.828,0.997,0.905,0.042,0.14,0.028,0.321,-0.068,0.511,0.197,0.149,4.41,3.991,4.74,3.515,5.005,4.354,0.377,1.09,0.949,1.32,0.855,1.635,1.149,0.203,3.2171975829262715E-29,2.0740879600894625E-15,9.575790456671685E-34,4.0168553376306485E-17
6005504580747926784,5618.1,59.2,4.4603,0.0421,-0.34257,0.03609,29.2,41.9,51.1,41.9,1.20237,0.18487,1.25851,4.91277,0.01008,4.99294,0.07968,3.7118,FFFF,5.634312806563563,5.690332767234951,2.8428689062615424,2.827373452730876,13.75,13.894435479950678,0.002765,1.9102,0.023195973306892676,512.339,506.08005,518.617,511.90903,504.00247,518.9584,8571.7,168.58,5643.5,54.4,4.4727,0.0805,-0.33215,0.03665,8.4,4.437,11.382,1.383,13.732,7.698,3.235,0.88,0.856,0.91,0.832,0.939,0.886,0.027,-0.14,-0.193,-0.064,-0.238,0.015,-0.123,0.064,5.25,5.045,5.372,4.835,5.484,5.177,0.165,0.89,0.846,0.968,0.814,1.053,0.914,0.063,1.8152089146714855E-12,0.12668792289181754,3.8676254332968054E-11,0.2012819167686318
6197575651361321984,5658.0,50.6,4.4629,0.0362,-0.37231,0.03146,33.3,47.5,63.0,50.9,1.66535,0.11453,5.07779,4.85974,0.01095,4.89078,0.06464,-18.57201,FFFF,-16.902938419690688,-17.07099830170485,-19.900082343830796,-19.791614169116134,13.75,13.894489490632084,0.002775,1.9747,0.019409984185193078,495.59714,490.11307,500.23056,494.9881,490.13416,500.01822,12369.9,198.53,5680.5,46.5,4.4572,0.0693,-0.36506,0.03173,8.6,5.011,11.137,1.854,13.236,7.862,2.932,0.88,0.858,0.908,0.836,0.936,0.886,0.024,-0.11,-0.164,-0.045,-0.21,0.024,-0.103,0.059,5.12,4.965,5.27,4.792,5.391,5.126,0.151,0.91,0.861,0.978,0.824,1.054,0.922,0.059,1.107472263288096E-18,0.01217098731737626,2.164696521548322E-17,0.022540419357744347
6005435242797330432,6010.2,90.4,4.4217,0.063,-0.3512,0.05714,32.7,49.5,63.1,52.2,2.10207,0.1108,6.07375,4.93692,0.01048,4.83829,0.09283,-20.69281,FFFF,-19.72009482297247,-19.91616468532233,-19.900082343830796,-19.791614169116134,13.76,13.87922537791399,0.002773,1.2961,0.023430283481092357,749.80756,736.66943,761.83246,744.8756,731.33356,757.9127,9067.1,144.15,5968.6,83.1,4.2518,0.1205,-0.39433,0.0579,7.7,5.695,9.297,2.759,11.026,7.384,1.962,0.97,0.931,1.019,0.892,1.078,0.977,0.046,0.18,0.065,0.324,-0.03,0.473,0.201,0.129,4.33,3.98,4.651,3.608,4.914,4.329,0.329,1.11,1.0,1.331,0.919,1.59,1.198,0.178,3.647237887759326E-7,0.14569411881689748,1.2979490076812058E-8,0.04693556295853625
6197639633496126080,5683.2,119.5,4.3323,0.1038,0.28268,0.05651,25.0,43.1,51.4,41.9,1.19948,0.28592,0.19812,4.85411,0.00978,4.85656,0.06016,-57.61504,FFFF,-56.343128065635625,-56.903327672349505,-59.70024703149239,-59.3748425073484,13.76,13.928522991468885,0.002764,1.6165,0.021288448531435005,603.19586,596.10126,609.9406,601.8801,593.0348,609.8018,6465.9,110.51,5715.0,109.9,4.3519,0.1986,0.33487,0.06734,4.8,2.537,7.0,0.636,9.322,4.851,2.179,1.09,1.041,1.175,0.992,1.308,1.118,0.078,0.02,-0.052,0.273,-0.128,0.514,0.163,0.171,4.64,4.059,4.911,3.472,5.16,4.431,0.438,1.06,1.0,1.415,0.949,1.835,1.273,0.257,2.4834310681215617E-4,0.6050623909564513,9.293604001161469E-5,0.28636649845032514
6197571635573499520,5884.6,54.8,4.3678,0.0431,-0.35316,0.03195,29.5,41.7,54.9,43.6,1.64794,0.1245,2.10117,4.9342,0.0105,4.92268,0.07711,19.40188,FFFF,19.72009482297247,19.91616468532233,17.057213437569253,19.791614169116134,13.77,13.89165918745643,0.002763,1.446,0.019025339225656045,673.3421,663.6879,681.5634,670.90765,660.46423,678.6845,9106.3,167.98,5843.5,50.4,4.2024,0.0825,-0.39131,0.03237,10.0,8.853,11.089,7.541,12.191,9.945,1.163,0.93,0.904,0.969,0.879,1.016,0.942,0.034,0.18,0.098,0.297,0.017,0.414,0.213,0.098,4.38,4.091,4.592,3.813,4.8,4.311,0.247,1.22,1.109,1.386,1.01,1.565,1.259,0.141,5.374851193021377E-16,0.052870697077737366,3.068818058693807E-20,0.0026922830554022125
6005338829371851008,5839.9,92.4,4.3941,0.0674,-0.51514,0.05858,24.7,40.1,53.5,46.8,1.50613,0.18256,0.90768,4.8252,0.01138,4.87599,0.12237,-23.24274,FFFF,-22.537251226254252,-22.761331068939803,-22.74295125009234,-25.446361074577883,13.77,13.90769728875719,0.002767,1.3761,0.02537104194610308,705.56323,692.829,722.1151,705.2236,691.9479,717.73706,6623.8,122.93,5830.1,85.0,4.2427,0.129,-0.53029,0.05716,11.0,8.521,12.945,4.642,14.491,10.565,2.377,0.88,0.844,0.928,0.812,0.994,0.889,0.045,0.11,-0.025,0.272,-0.133,0.438,0.128,0.146,4.59,4.177,4.925,3.755,5.197,4.538,0.368,1.1,0.957,1.333,0.859,1.61,1.156,0.196,4.358319221902763E-13,1.3170204806519907E-4,9.286052170605984E-15,2.9439896521775353E-5
6197598023852663424,5992.8,81.0,4.3628,0.0641,0.02965,0.04248,24.4,34.5,25.5,36.9,1.2467,0.27406,-1.63088,4.84694,0.01007,5.06051,0.0746,-18.87305,FFFF,-19.72009482297247,-17.07099830170485,-17.057213437569253,-19.791614169116134,13.81,13.927282932199091,0.002765,1.1899,0.018789388640252872,808.79193,794.85547,820.18286,811.8013,797.0862,823.5742,3266.4,130.76,5933.5,74.5,4.2222,0.1226,-0.01406,0.0473,5.6,4.204,6.845,2.038,8.1,5.453,1.427,1.08,1.04,1.145,1.002,1.23,1.098,0.057,0.26,0.135,0.403,0.039,0.548,0.279,0.131,4.08,3.76,4.437,3.399,4.699,4.117,0.33,1.31,1.126,1.511,1.015,1.763,1.324,0.194,0.06361276274466124,0.8404605604309091,0.08799880295171514,0.9054183746221148
6197651556325525504,5843.1,48.5,4.3194,0.0409,-0.0532,0.02519,29.7,44.2,51.3,47.7,1.55895,0.1309,2.01986,4.83748,0.00955,5.38888,0.06133,16.44411,FFFF,16.902938419690688,17.07099830170485,14.214344531307711,16.964240716385255,13.82,13.944165195576646,0.002766,1.3354,0.021445869579327807,725.6158,715.9381,738.7509,724.2223,712.807,737.447,8882.7,175.63,5786.5,44.6,4.1844,0.0782,-0.09373,0.02745,8.6,7.671,9.472,6.607,10.343,8.552,0.933,1.01,0.981,1.048,0.955,1.097,1.016,0.035,0.24,0.152,0.342,0.067,0.443,0.248,0.095,4.17,3.944,4.427,3.703,4.644,4.217,0.236,1.24,1.153,1.434,1.062,1.631,1.335,0.144,0.6882374445665279,0.9999989892945029,0.14026420250323327,0.9694193033375353
6197578949896201472,6024.3,91.3,4.33,0.0788,0.18746,0.04415,30.4,51.0,70.6,73.8,1.76277,0.14333,1.49969,4.84399,0.01051,4.70532,0.05735,-39.08863,FFFF,-39.44018964594494,-39.83232937064466,-39.80016468766159,-39.58322833823227,13.83,13.959000185435492,0.002766,1.263,0.019877805972534503,768.01544,755.3996,779.01117,767.33154,754.6974,779.2185,8578.5,121.16,5969.8,83.9,4.187,0.1508,0.15803,0.05126,3.9,2.862,5.191,1.011,6.497,4.117,1.258,1.16,1.113,1.279,1.068,1.415,1.214,0.091,0.33,0.18,0.55,0.076,0.732,0.388,0.176,3.83,3.349,4.29,2.896,4.586,3.829,0.444,1.45,1.176,1.811,1.059,2.19,1.507,0.304,0.001030269694354941,0.7015030385139986,0.005850638395769632,0.7457903572014688
6005434830480459904,5716.9,134.5,4.3245,0.1003,-0.21101,0.0748,29.6,47.5,63.7,53.5,1.24143,0.28414,1.17137,4.88632,0.01038,4.77187,0.07854,-65.39793,FFFF,-64.79459727548098,-65.43882682320194,-65.38598484401547,-65.02958941281014,13.83,13.978229775246849,0.002767,1.2055,0.022746441925828677,800.9478,785.6515,816.57416,799.9566,786.9053,814.57184,8542.1,134.47,5678.7,123.7,4.2124,0.1919,-0.24053,0.07839,10.6,6.923,13.073,2.771,14.645,9.682,3.057,0.92,0.877,0.998,0.837,1.144,0.948,0.078,0.02,-0.116,0.303,-0.226,0.565,0.129,0.21,4.92,4.154,5.212,3.466,5.478,4.54,0.53,0.98,0.895,1.413,0.83,1.942,1.241,0.317,0.02845892189783648,0.8517608510719584,0.007431562809540685,0.6092474375217326
